AlertID,AlertType,SourceProcessID,Timestamp,ViolatingAddress,TargetProcessID,SourcePath,TargetPath
1,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,376,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
2,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,10024,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
3,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,9948,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
4,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,10352,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
5,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,10532,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
6,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,10672,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
7,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,10820,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
8,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,11024,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
9,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,11156,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
10,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,11284,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
11,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,11464,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
12,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,11648,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
13,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,11784,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
14,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,11916,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
15,"Remote Thread Creation",2336,"2025-05-22 18:14:37",0x0,12048,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
