AlertID,AlertType,SourceProcessID,Timestamp,ViolatingAddress,TargetProcessID,SourcePath,TargetPath
1,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,2112,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\fXQHBeGhIrep.exe"
2,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,1792,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\oyuGbUhwDlan.exe"
3,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,5504,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\dfeBggtdklan.exe"
4,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,7344,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume3\Windows\SysWOW64\icacls.exe"
5,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,4428,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume3\Windows\SysWOW64\icacls.exe"
6,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,2860,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume3\Windows\SysWOW64\icacls.exe"
7,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,2984,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume3\Windows\SysWOW64\icacls.exe"
8,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,12564,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume3\Windows\SysWOW64\net.exe"
9,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,13368,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume3\Windows\SysWOW64\net.exe"
10,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,13824,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume3\Windows\SysWOW64\net.exe"
11,"Remote Thread Creation",4844,"2025-05-22 18:14:25",0x0,12556,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\7faeb64c50cd15d036ca259a047d6c62ed491fff3729433fefba0b02c059d5ed.exe","\Device\HarddiskVolume3\Windows\SysWOW64\net.exe"
