AlertID,AlertType,SourceProcessID,Timestamp,ViolatingAddress,TargetProcessID,SourcePath,TargetPath
1,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,5012,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
2,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,4016,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
3,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,1256,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
4,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,3296,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
5,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,2236,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
6,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,7024,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
7,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,6656,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
8,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,5692,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
9,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,5948,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
10,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,8280,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
11,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,8440,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
12,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,8600,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
13,"Remote Thread Creation",3684,"2025-05-22 18:15:12",0x0,8760,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
