AlertID,AlertType,SourceProcessID,Timestamp,ViolatingAddress,TargetProcessID,SourcePath,TargetPath
1,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,8552,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
2,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,8960,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
3,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,8424,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
4,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,9348,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
5,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,9364,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
6,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,9788,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
7,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,10000,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
8,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,10220,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
9,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,10304,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
10,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,10564,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
11,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,10744,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
12,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,10924,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
13,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,11060,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
14,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,10360,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
15,"Remote Thread Creation",5076,"2025-05-22 18:14:40",0x0,11360,"\Device\HarddiskVolume5\new\ransomware_high_confidence\lockbit\69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5.e","\Device\HarddiskVolume3\Windows\System32\cmd.exe"
